"Organization name",Phone,Email,Website,Address,"Address city","Address state","Address country",Label,"Liczba ofert OLX","Ostatnia oferta OLX","Pierwsza oferta OLX","OLX ID","Przykladowa oferta URL","Stanowiska (probka)"
"Justyna Bobińska","","","","",Brodnica,Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2025-11-14,2025-11-14,1782155763,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID18g99T.html,"Pracownik Produkcji"
"Sija Sp. z o.o.","","","","",Czerwonak,Wielkopolskie,Polska,"Przemysł metalowy / obróbka",1,2025-11-13,2025-11-13,14633395,https://www.olx.pl/oferta/praca/tokarz-operator-cnc-siemens-sinumerik-828d-CID4-ID18fao0.html,"Tokarz operator CNC Siemens SINUMERIK 828D"
"Meble Siudy","","","","","Nowy Folwark",Wielkopolskie,Polska,"Produkcja ogólna",1,2025-11-12,2025-11-12,1399274237,https://www.olx.pl/oferta/praca/stolarz-montazysta-monter-mebli-CID4-ID18eXqL.html,"Stolarz - montażysta / monter mebli"
"SAFILIN Sp. z o.o.","","","","","Miłakowo","Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2025-11-12,2025-11-12,81306605,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-produkcyjne-CID4-ID18eBWz.html,"Osoba na stanowisko produkcyjne"
"Mars Polska","","","","","Poznań",Wielkopolskie,Polska,"Produkcja ogólna",1,2025-11-05,2025-11-05,1106170836,https://www.olx.pl/oferta/praca/operatorka-operator-maszyn-CID4-ID188WKE.html,"Operatorka / Operator Maszyn"
"Metsa Tissue Krapkowice Sp. z o.o.","","","","",Krapkowice,Opolskie,Polska,"Produkcja ogólna",1,2025-11-04,2025-11-04,67426086,https://www.olx.pl/oferta/praca/operator-produkcji-k-m-metsa-tissue-krapkowice-CID4-ID188bQn.html,"Operator produkcji (K/M) - Metsä Tissue Krapkowice"
Jakub,"","","","","Częstochowa","Śląskie",Polska,"Produkcja ogólna",1,2025-11-03,2025-11-03,1314888280,https://www.olx.pl/oferta/praca/slusarz-narzedziowy-praca-w-stabilnej-firmie-produkcyjnej-CID4-ID187doG.html,"Ślusarz narzędziowy – praca w stabilnej firmie pro"
tomasz.m,"","","","","Płońsk",Mazowieckie,Polska,"Produkcja ogólna",1,2025-11-03,2025-11-03,2017001299,https://www.olx.pl/oferta/praca/kierownik-jakosci-CID4-ID187usu.html,"Kierownik Jakości"
Adam,"","","","","Toruń",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2025-11-03,2025-11-03,40009957,https://www.olx.pl/oferta/praca/pracownik-produkcji-1-zmiana-CID4-ID187pgs.html,"Pracownik produkcji 1 - zmiana"
"Ubojnia Drobiu GOSZ Sp. z o.o.","","","","",Sierakowice,Pomorskie,Polska,"Elektryka / Automatyka / UR",1,2025-11-03,2025-11-03,48160295,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-mechanik-automatyki-przemyslowej-mechatronik-CID4-ID187cAg.html,"Osoba na stanowisko Mechanik automatyki przemysłow"
Agata,"","","","","Mikołów","Śląskie",Polska,"Produkcja ogólna",1,2025-10-30,2025-10-30,12583117,https://www.olx.pl/oferta/praca/pracownik-pracownica-produkcji-obsluga-maszyn-CID4-ID184QYB.html,"Pracownik / Pracownica produkcji – obsługa maszyn"
"MAGA FOODS Sp. z o.o.","","","","",Dawidy,Mazowieckie,Polska,"Produkcja ogólna",1,2025-10-30,2025-10-30,295687279,https://www.olx.pl/oferta/praca/operator-maszyn-produkcyjnych-k-m-zatrudnia-pracodawca-CID4-ID184F9P.html,"Operator maszyn produkcyjnych - K/M - zatrudnia pr"
"Orzeł Biały S.A.","","","","","Piekary Śląskie","Śląskie",Polska,"Produkcja ogólna",1,2025-10-27,2025-10-27,299918284,https://www.olx.pl/oferta/praca/pracownik-urzadzen-technologicznych-z-uprawnieniami-do-obslugi-wozka-jezdniowego-CID4-ID181WQ0.html,"Pracownik urządzeń technologicznych z uprawnieniam"
Cmplast,"","","","",Koluszki,"Łódzkie",Polska,"Produkcja ogólna",1,2025-10-27,2025-10-27,35718867,https://www.olx.pl/oferta/praca/pracownik-dzialu-manualnego-produkcji-CID4-ID181HsI.html,"Pracownik działu manualnego / produkcji"
"Zakłady Mięsne ŁUKÓW S.A.","","","","","Łuków",Lubelskie,Polska,"Produkcja ogólna",1,2025-10-23,2025-10-23,34520137,https://www.olx.pl/oferta/praca/pracownik-pracownica-produkcji-zaklady-miesne-lukow-s-a-CID4-ID17YCvO.html,"Pracownik/Pracownica produkcji - Zakłady Mięsne ŁU"
"Mowi Poland S.A.","","","","","Słupsk",Pomorskie,Polska,"Produkcja ogólna",1,2025-10-23,2025-10-23,445174362,https://www.olx.pl/oferta/praca/pracownik-pracownica-produkcji-CID4-ID17Yxfz.html,"Pracownik_ Pracownica produkcji"
"Gummi Welz Polen","","","","",Trzcianka,Wielkopolskie,Polska,"Produkcja ogólna",1,2025-10-22,2025-10-22,365444826,https://www.olx.pl/oferta/praca/gummi-welz-polen-zatrudni-pracownikow-produkcji-CID4-ID17XBD7.html,"Gummi Welz Polen zatrudni PRACOWNIKÓW PRODUKCJI"
"SWM Poland sp. zo.o","","","","","Stryków","Łódzkie",Polska,"Produkcja ogólna",1,2025-10-22,2025-10-22,628892912,https://www.olx.pl/oferta/praca/operator-maszyn-strykow-swm-poland-sp-z-o-o-m-k-CID4-ID17XDgA.html,"Operator Maszyn - Stryków - SWM Poland sp. z o.o. "
"Partner Serwis Sp. z o.o.","","","","","Elbląg","Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2025-10-22,2025-10-22,79111039,https://www.olx.pl/oferta/praca/mechanik-utrzymania-ruchu-k-m-n-CID4-ID17XqMX.html,"Mechanik Utrzymania ruchu (K/M/N)"
Krzysztof,"","","","","Ostróda","Warmińsko-mazurskie",Polska,Magazyn,1,2025-10-21,2025-10-21,234827599,https://www.olx.pl/oferta/praca/magazynier-ka-w-firmie-produkcyjnej-CID4-ID17Vj3m.html,"Magazynier/ka w firmie produkcyjnej"
"GLASS PRODUKT Sp. z o. o.","","","","",Pyskowice,"Śląskie",Polska,"Produkcja ogólna",1,2025-10-20,2025-10-20,65942376,https://www.olx.pl/oferta/praca/pracownik-produkcji-operator-linii-produkcyjnej-CID4-ID17WL9F.html,"Pracownik produkcji, operator linii produkcyjnej"
Atlantico,"","","","","Gdańsk",Pomorskie,Polska,"Przemysł metalowy / obróbka",1,2025-10-17,2025-10-17,464218276,https://www.olx.pl/oferta/praca/monter-spawacz-szlifirze-fitter-welder-grinder-k-m-praca-za-granica-CID4-ID17TiKm.html,"Monter, spawacz, szlifirze Fitter, Welder, Grinder"
"Amhil Europa Sp. z o.o.","","","","",Kartoszyno,Pomorskie,Polska,"Produkcja ogólna",1,2025-10-16,2025-10-16,361714325,https://www.olx.pl/oferta/praca/starszy-operator-maszyn-k-m-umowa-o-prace-kartoszyno-CID4-ID17SaRn.html,"Starszy operator maszyn (k/m), umowa o pracę, Kart"
"FRoSTA sp. z o.o.","","","","",Bydgoszcz,Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2025-10-15,2025-10-15,44400545,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-d-CID4-ID17Roou.html,"Pracownik produkcji (k/m/d)"
"BERGMAN PROFILE","","","","","Jelenia Góra","Dolnośląskie",Polska,"Produkcja ogólna",1,2025-10-14,2025-10-14,621507892,https://www.olx.pl/oferta/praca/pracownik-produkcji-bergman-profile-jelenia-gora-CID4-ID17QKAO.html,"Pracownik produkcji Bergman Profile Jelenia Góra"
karol,"","","","",Radom,Mazowieckie,Polska,"Przemysł metalowy / obróbka",1,2025-10-13,2025-10-13,5479619,https://www.olx.pl/oferta/praca/spawacz-slusarz-k-m-CID4-ID17Q9gQ.html,"Spawacz ślusarz (k/m)"
"Private Label Tissue Sp. z o.o.","","","","","Rawa Mazowiecka","Łódzkie",Polska,"Produkcja ogólna",1,2025-10-13,2025-10-13,78915575,https://www.olx.pl/oferta/praca/pracownik-linii-produkcyjnej-k-m-CID4-ID17PPuQ.html,"Pracownik linii produkcyjnej (K/M)"
"Work Zone Sp. z o.o.","","","","","Myszków","Śląskie",Polska,"Produkcja ogólna",1,2025-10-07,2025-10-07,2546694735,https://www.olx.pl/oferta/praca/operator-maszyn-stabilna-praca-od-zaraz-CID4-ID17L4C2.html,"Operator Maszyn – stabilna praca od zaraz"
"KNOTT Sp z o.o.","","","","","Środa Wielkopolska",Wielkopolskie,Polska,"Produkcja ogólna",1,2025-10-06,2025-10-06,1454364336,https://www.olx.pl/oferta/praca/operator-robota-spawalniczego-m-k-knott-zdziechowice-CID4-ID17Kdw4.html,"Operator robota spawalniczego (m/k) KNOTT Zdziecho"
"Michał","","","","",Bytom,"Śląskie",Polska,"Produkcja ogólna",1,2025-10-03,2025-10-03,2546762007,https://www.olx.pl/oferta/praca/montazysta-lekka-praca-warsztatowa-CID4-ID17HDmO.html,"Montażysta/Lekka praca warsztatowa"
"Carpol Sp zoo","","","","",Wiskitki,Mazowieckie,Polska,"Produkcja ogólna",1,2025-10-02,2025-10-02,2548730849,https://www.olx.pl/oferta/praca/pracownik-pracownica-stolarni-CID4-ID17GJk4.html,"Pracownik/ Pracownica stolarni"
"IBF Polska Sp. z o.o.","","","","",Radomsko,"Łódzkie",Polska,"Produkcja ogólna",1,2025-10-02,2025-10-02,295283111,https://www.olx.pl/oferta/praca/operator-produkcji-CID4-ID17GFWz.html,"Operator produkcji"
"Pijalnie Czekolady E.Wedel","","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2025-10-02,2025-10-02,72301908,https://www.olx.pl/oferta/praca/pracownik-pracownica-produkcji-pijalnie-czekolady-e-wedel-CID4-ID17GER8.html,"Pracownik/pracownica produkcji  - Pijalnie Czekola"
"Partners Team","","","","","Łowicz","Łódzkie",Polska,"Pakowanie / FMCG",1,2025-10-01,2025-10-01,23158895,https://www.olx.pl/oferta/praca/pakowanie-slodyczy-lowicz-CID4-ID17FUt0.html,"Pakowanie słodyczy / Łowicz"
"Sławomir Sokołowski","","","","","Piotrków Trybunalski","Łódzkie",Polska,"Produkcja ogólna",1,2025-09-30,2025-09-30,47855861,https://www.olx.pl/oferta/praca/pracownik-produkcji-kobiety-i-mezczyzni-CID4-ID17FDFV.html,"Pracownik Produkcji (kobiety i mężczyźni)"
"PPUH Meble Grzegorz Masztalerz","","","","","Ostrzeszów",Wielkopolskie,Polska,"Produkcja ogólna",1,2025-09-29,2025-09-29,280418768,https://www.olx.pl/oferta/praca/pracownik-produkcji-mebli-CID4-ID17Ei2B.html,"Pracownik Produkcji Mebli"
"Jacek Woźniak","","","","",Police,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2025-09-26,2025-09-26,70995036,https://www.olx.pl/oferta/praca/konserwator-voigt-promotion-sp-z-o-o-CID4-ID17Chj0.html,"Konserwator -  Voigt Promotion Sp. z o.o."
SumiRiko,"","","","",Sosnowiec,"Śląskie",Polska,"Produkcja ogólna",1,2025-09-25,2025-09-25,47481307,https://www.olx.pl/oferta/praca/operator-operatorka-linii-produkcyjnej-bezposrednio-pod-firma-CID4-ID17BmD1.html,"Operator/Operatorka Linii Produkcyjnej (bezpośredn"
"Rex-Bud Budownictwo Sp. z o.o. S.K.A.","","","","",Zgierz,"Łódzkie",Polska,"Produkcja ogólna",1,2025-09-24,2025-09-24,1101066543,https://www.olx.pl/oferta/praca/pracownik-produkcji-m-k-n-CID4-ID17Ar5U.html,"Pracownik Produkcji (m/k/n)."
Damian,"","","","",Zator,"Małopolskie",Polska,"Przemysł metalowy / obróbka",1,2025-09-23,2025-09-23,888759642,https://www.olx.pl/oferta/praca/spawacz-spawaczka-praca-w-zatorze-CID4-ID17zQvd.html,"Spawacz/Spawaczka praca w Zatorze"
"LEANN Stańczyk S.A.","","","","","Słupsk",Pomorskie,Polska,Magazyn,1,2025-09-22,2025-09-22,297674587,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-magazynier-operator-wozka-widl-oraz-suwnicyk-m-CID4-ID17z1zA.html,"Osoba na stanowisko: Magazynier/Operator wózka wid"
"Matex Sp. z o.o.","","","","",Starczanowo,Wielkopolskie,Polska,"Produkcja ogólna",1,2025-09-22,2025-09-22,4983085,https://www.olx.pl/oferta/praca/konstruktor-mebli-tapicerowanych-wzorcownia-CID4-ID17yKPo.html,"Konstruktor mebli tapicerowanych (wzorcownia)"
Volodymyr,"","","","","Ożarów",Mazowieckie,Polska,"Produkcja ogólna",1,2025-09-17,2025-09-17,2435731607,https://www.olx.pl/oferta/praca/womeble-CID4-ID17w8m8.html,"МЕБЛІ - РОБОТА Монтажник меблів компанія WoMeble м"
"HR -  Albatros Sp. z o.o. Sp.K.","","","","","Nowe Czarnowo",Zachodniopomorskie,Polska,"Produkcja ogólna",1,2025-09-15,2025-09-15,1052476276,https://www.olx.pl/oferta/praca/operator-maszyn-i-urzadzen-pralniczych-praca-w-systemie-ii-zmianowym-CID4-ID17sQpK.html,"Operator maszyn i urządzeń pralniczych - praca w s"
Paulina,"","","","",Nekla,Wielkopolskie,Polska,"Produkcja ogólna",1,2025-09-15,2025-09-15,879811583,https://www.olx.pl/oferta/praca/praca-na-produkcji-dla-kazdego-szukasz-stabilnej-pracydolacz-do-nas-CID4-ID17t4jZ.html,"Praca na produkcji- dla każdego! Szukasz stabilnej"
"Quality Center Sp. z o.o.","","","","","Toruń",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2025-09-14,2025-09-14,41062851,https://www.olx.pl/oferta/praca/praca-zdalna-konsultant-telefoniczny-CID4-ID17s73Q.html,"Praca zdalna - Konsultant Telefoniczny"
Biuro,"","","","",Witkowo,Wielkopolskie,Polska,"Produkcja ogólna",1,2025-09-12,2025-09-12,24777181,https://www.olx.pl/oferta/praca/konstruktor-ka-solidworks-CID4-ID17q9dz.html,"Konstruktor/ka - SOLIDWORKS"
"Tegometall WSP Polska Sp. z o.o.","","","","",Pniewy,Wielkopolskie,Polska,"Produkcja ogólna",1,2025-09-09,2025-09-09,688051003,https://www.olx.pl/oferta/praca/pracownik-pracowniczka-pomocnicza-lakiernia-pniewy-CID4-ID17nVcc.html,"Pracownik Pracowniczka pomocnicza- Lakiernia Pniew"
"Kadry Avit","","","","","Niepiekła",Mazowieckie,Polska,"Kontrola jakości",1,2025-09-05,2025-09-05,32623205,https://www.olx.pl/oferta/praca/kontroler-jakosci-m-k-n-CID4-ID17ktIj.html,"Kontroler Jakości (m/k/n)"
"Dział Personalny","","","","","Żary",Lubuskie,Polska,"Produkcja ogólna",1,2025-09-04,2025-09-04,1742150244,https://www.olx.pl/oferta/praca/robotnik-porzadkowy-produkcji-konserwator-stabilna-praca-CID4-ID17jdZl.html,"Robotnik Porządkowy Produkcji/ Konserwator - Stabi"
"Asprod S.A.","","","","",Szczecin,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2025-09-02,2025-09-02,1009058520,https://www.olx.pl/oferta/praca/pracownik-pracownica-piekarni-obsluga-krajalnicy-CID4-ID17hvtu.html,"Pracownik/Pracownica Piekarni Obsługa krajalnicy"
"ZPUH OSKA","","","","","Przyłęki",Kujawsko-pomorskie,Polska,"Przemysł metalowy / obróbka",1,2025-09-01,2025-09-01,2548582631,https://www.olx.pl/oferta/praca/operator-k-m-centrum-obrobczego-cnc-CID4-ID17gRCK.html,"Operator (K/M) centrum obróbczego CNC"
Emil,"","","","","Wrocław","Dolnośląskie",Polska,"Produkcja ogólna",1,2025-08-29,2025-08-29,1410776690,https://www.olx.pl/oferta/praca/ladowacz-operator-smieciarki-CID4-ID17enqn.html,"Ładowacz/operator śmieciarki"
praca,"","","","","Nowa Sól",Lubuskie,Polska,"Produkcja ogólna",1,2025-08-29,2025-08-29,2548809659,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-pracownik-produkcyjno-logistyczny-CID4-ID17ehKS.html,"osoba na stanowisko:  pracownik produkcyjno-logist"
Piotr,"","","","","Młodzieszyn",Mazowieckie,Polska,"Przemysł metalowy / obróbka",1,2025-08-27,2025-08-27,174510339,https://www.olx.pl/oferta/praca/slusarz-spawacz-monter-wynagrodzenie-40-50zl-netto-za-godzine-CID4-ID17d1Eq.html,"Ślusarz-Spawacz-Monter. Wynagrodzenie 40-50zł nett"
"Bujalski Sp. z o.o.","","","","",Dywity,"Warmińsko-mazurskie",Polska,"Przemysł metalowy / obróbka",1,2025-08-27,2025-08-27,28480003,https://www.olx.pl/oferta/praca/praca-slusarz-slusarka-spawacz-spawaczka-CID4-ID17cByW.html,"Praca Ślusarz / Ślusarka - Spawacz / Spawaczka"
JoboEurope,"","","","","Grodzisk Mazowiecki",Mazowieckie,Polska,"Produkcja ogólna",1,2025-08-25,2025-08-25,452854764,https://www.olx.pl/oferta/praca/pracownik-produkcji-monter-rowerow-elektrycznych-grodzisk-mazowiecki-CID4-ID17aBxa.html,"Pracownik produkcji, monter rowerów elektrycznych "
"Indykpol S.A.","","","","",Olsztyn,"Warmińsko-mazurskie",Polska,"Elektryka / Automatyka / UR",1,2025-08-21,2025-08-21,43317827,https://www.olx.pl/oferta/praca/elektromechanik-k-m-indykpol-s-a-CID4-ID177emW.html,"Elektromechanik K/M Indykpol S.A."
"Sławomir","","","","",Stryszawa,"Małopolskie",Polska,"Produkcja ogólna",1,2025-08-13,2025-08-13,546203879,https://www.olx.pl/oferta/praca/praca-w-gift-4ever-dla-studenta-zaocznego-CID4-ID170Pl8.html,"Praca w Gift-4ever – dla studenta zaocznego"
"Grupa No Problem Filip Sawicki","","","","","Lwówek",Wielkopolskie,Polska,"Produkcja ogólna",1,2025-08-09,2025-08-09,870211320,https://www.olx.pl/oferta/praca/operator-maszyn-zbrojarskich-operator-suwnicy-CID4-ID16XSmL.html,"Operator maszyn zbrojarskich/ operator suwnicy"
"INTERPRINT Polska Sp. z o.o.","","","","","Ozorków","Łódzkie",Polska,"Produkcja ogólna",1,2025-08-01,2025-08-01,759377493,https://www.olx.pl/oferta/praca/pracownik-produkcji-pomocnik-k-m-CID4-ID16QXzO.html,"Pracownik Produkcji -Pomocnik (K/M)"
"Metal Process Sp. z o.o.","609 702 668","","","",Jasionka,Podkarpackie,Polska,"Przemysł metalowy / obróbka",1,2025-07-28,2025-07-28,74111998,https://www.olx.pl/oferta/praca/spawacz-spawaczka-jasionka-CID4-ID16N6gG.html,"Spawacz/Spawaczka Jasionka"
"Małgorzata","","","","","Łódź","Łódzkie",Polska,"Przemysł metalowy / obróbka",1,2025-07-23,2025-07-23,1542015122,https://www.olx.pl/oferta/praca/operator-maszyn-cnc-frezer-tokarz-CID4-ID16JAq8.html,"Operator maszyn CNC - frezer - tokarz"
"Polmo Gniezno","","","","",Gniezno,Wielkopolskie,Polska,"Produkcja ogólna",1,2025-07-23,2025-07-23,45833053,https://www.olx.pl/oferta/praca/praca-na-produkcji-dla-operatora-rki-tokarki-frezarki-CID4-ID16JkMN.html,"Praca na produkcji dla  Operatora /rki tokarki fre"
"MET-EUROSYSTEM SP. Z O.O.","","","","",Piaseczno,Mazowieckie,Polska,"Przemysł metalowy / obróbka",1,2025-07-21,2025-07-21,26128585,https://www.olx.pl/oferta/praca/operator-maszyn-cnc-mlodszy-operator-maszyn-cnc-lasery-k-m-n-CID4-ID16HTmW.html,"Operator maszyn CNC / Młodszy Operator maszyn CNC "
"RONAL GROUP","","","","","Wałbrzych","Dolnośląskie",Polska,"Produkcja ogólna",1,2025-07-19,2025-07-19,459684285,https://www.olx.pl/oferta/praca/ronal-group-operator-procesu-produkcyjnego-wytapiacz-CID4-ID16GbQB.html,"Ronal Group: Operator procesu produkcyjnego - Wyta"
"Harvest Polska Sp. z o.o.","","","","","Gdańsk",Pomorskie,Polska,"Produkcja ogólna",1,2025-07-17,2025-07-17,2548196365,https://www.olx.pl/oferta/praca/fabryka-paneli-betonowych-zbrojarz-CID4-ID16Excw.html,"Fabryka paneli betonowych.Zbrojarz.Арматурщики-изг"
Mateusz,"","","","","Doruchów",Wielkopolskie,Polska,"Produkcja ogólna",1,2025-07-16,2025-07-16,125146471,https://www.olx.pl/oferta/praca/praca-na-stanowisku-tapicer-CID4-ID16Dsnj.html,"Praca na stanowisku TAPICER"
ksiegowosc,"","","","","Mściszewice",Pomorskie,Polska,"Produkcja ogólna",1,2025-07-15,2025-07-15,1412833761,https://www.olx.pl/oferta/praca/operator-zrobotyzowanego-robota-spawalniczego-CID4-ID16CSnm.html,"Operator zrobotyzowanego robota spawalniczego"
m.padewski,"","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2025-07-14,2025-07-14,1698386792,https://www.olx.pl/oferta/praca/stolarz-meblowy-montazysta-z-doswiadczeniem-m-k-CID4-ID16C2uI.html,"Stolarz meblowy - montażysta  z doświadczeniem (m/"
"JFK Group","","","","","Mikołów","Śląskie",Polska,"Produkcja ogólna",1,2025-07-14,2025-07-14,79120657,https://www.olx.pl/oferta/praca/operator-operatorka-maszyn-zbrojarskich-CID4-ID16BIB5.html,"Operator Operatorka maszyn zbrojarskich"
"ZPM Biernacki Skup i Hodowla Bydła Sp. z o.o.","","","","",Mszczyczyn,Wielkopolskie,Polska,"Produkcja ogólna",1,2025-07-08,2025-07-08,1330874074,https://www.olx.pl/oferta/praca/osoba-wykonujaca-prace-gospodarcze-CID4-ID16vOjG.html,"Osoba wykonująca prace gospodarcze"
"ABM Jędraszek sp. j.","","","","",Pabianice,"Łódzkie",Polska,"Produkcja ogólna",1,2025-07-02,2025-07-02,473933049,https://www.olx.pl/oferta/praca/praca-przy-produkcji-okien-pcv-i-aluminium-CID4-ID16sjvM.html,"Praca przy produkcji okien PCV i Aluminium"
"Tomasz Sajenko","","","","","Wrocław","Dolnośląskie",Polska,"Przemysł metalowy / obróbka",1,2025-07-01,2025-07-01,39387631,https://www.olx.pl/oferta/praca/praca-spawacz-mag-135-wroclaw-mag-135-CID4-ID16rikk.html,"Praca SPAWACZ MAG 135 Wrocław / Сварщик / Зварювал"
Magdalena,"","","","",Polkowice,"Dolnośląskie",Polska,"Produkcja ogólna",1,2025-06-30,2025-06-30,1497592350,https://www.olx.pl/oferta/praca/praca-polkowice-automatyczna-obsluga-wagonow-kolejowych-CID4-ID16qmML.html,"Praca Polkowice ! Automatyczna obsługa wagonów kol"
Globmetal,"","","","",Koszalin,Zachodniopomorskie,Polska,"Przemysł metalowy / obróbka",1,2025-06-27,2025-06-27,47131465,https://www.olx.pl/oferta/praca/operator-ka-cnc-tokarka-frezarka-CID4-ID16oDAV.html,"Operator/ka CNC - Tokarka / Frezarka"
Dindecor,"","","","","Niepołomice","Małopolskie",Polska,"Produkcja ogólna",1,2025-06-26,2025-06-26,46547371,https://www.olx.pl/oferta/praca/lakiernik-proszkowy-pomocnik-lakiernika-niepolomice-CID4-ID16ofB5.html,"Lakiernik proszkowy / Pomocnik lakiernika - Niepoł"
biuro.cudnatury,"","","","",Bielice,"Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2025-06-13,2025-06-13,1326348788,https://www.olx.pl/oferta/praca/zatrudnie-w-zakladzie-produkcji-wod-mineralnych-i-napojow-kania-CID4-ID16dG1D.html,"zatrudnię w zakładzie produkcji wód mineralnych i "
"Dawid Lesner","","","","",Wejherowo,Pomorskie,Polska,"Elektryka / Automatyka / UR",1,2025-06-13,2025-06-13,62324212,https://www.olx.pl/oferta/praca/elektryk-samochodowy-lub-elektryk-elektromonter-elektromechanik-CID4-ID16dx9L.html,"Elektryk samochodowy lub elektryk, elektromonter, "
Karolina,"","","","","Wałbrzych","Dolnośląskie",Polska,"Produkcja ogólna",1,2025-06-10,2025-06-10,35128137,https://www.olx.pl/oferta/praca/operator-produkcji-k-m-CID4-ID16bhRa.html,"Operator Produkcji  (K/M)"
Firma,"","","","","Kępno",Wielkopolskie,Polska,"Pakowanie / FMCG",1,2025-06-10,2025-06-10,62788942,https://www.olx.pl/oferta/praca/zarudnie-pracownika-na-stanowisko-pakowacz-mebli-tapicerowanych-CID4-ID16aTSL.html,"Zarudnię pracownika na stanowisko Pakowacz mebli t"
"Agrifirm Polska Sp. z o.o.","","","","","Płośnica","Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2025-06-09,2025-06-09,1167466956,https://www.olx.pl/oferta/praca/pracownik-produkcyjny-mlodszy-operator-plosnica-m-k-CID4-ID16ag7l.html,"Pracownik produkcyjny/ Młodszy operator - Płośnica"
